Station,Trafic,Année,Trafic_Année_Précedente,Réseau_Métro,Réseau_RER
PORTE DE BAGNOLET,4390819,2015,4495023.0,1,0
MALESHERBES,2604947,2015,2601913.0,1,0
FORT D'AUBERVILLIERS,3766935,2015,3694272.0,1,0
ASSEMBLEE NATIONALE,1126803,2015,1142259.0,1,0
RIQUET,2423268,2015,2452712.0,1,0
CHAUSSEE D'ANTIN-LA FAYETTE,7395270,2015,7612896.0,1,0
LA VARENNE-CHENNEVIERES,1843351,2015,1871804.0,0,1
CITE,2180696,2015,2326158.0,1,0
OLYMPIADES,6993593,2015,7000540.0,1,0
GRANDS BOULEVARDS,6921912,2015,7345811.0,1,0
BOISSIERE,2069921,2015,1984327.0,1,0
MIROMESNIL,5884392,2015,5841806.0,1,0
MARCADET-POISSONNIERS,6434442,2015,6388263.0,1,0
BUTTES-CHAUMONT,448126,2015,492601.0,1,0
DAUMESNIL,5379401,2015,5140492.0,1,0
CONCORDE,6336283,2015,7102855.0,1,0
FONTENAY-AUX-ROSES,1090737,2015,1050781.0,0,1
LE KREMLIN-BICETRE,4344822,2015,4360175.0,1,0
PYRAMIDES,5054993,2015,5096769.0,1,0
PELLEPORT,363122,2015,382266.0,1,0
ALMA-MARCEAU,4204705,2015,4272042.0,1,0
CORENTIN CELTON,3447746,2015,3447242.0,1,0
VAL DE FONTENAY,12299505,2015,12157778.0,0,1
CLUNY LA SORBONNE,2435070,2015,2483282.0,1,0
TOLBIAC,3371035,2015,3419771.0,1,0
PLACE D'ITALIE,11631649,2015,11542761.0,1,0
TORCY,3852727,2015,3631640.0,0,1
PONT NEUF,1626784,2015,1886611.0,1,0
BOBIGNY-PABLO PICASSO,7251717,2015,7461452.0,1,0
BURES-SUR-YVETTE,685712,2015,662982.0,0,1
VARENNE,1499399,2015,1552036.0,1,0
MAIRIE DES LILAS,4647162,2015,4681803.0,1,0
CHATEAU D'EAU,3893262,2015,3967264.0,1,0
CHATELET,13391819,2015,12502708.0,1,0
LAMARCK-CAULAINCOURT,2993657,2015,3094805.0,1,0
EGLISE DE PANTIN,3597030,2015,3633009.0,1,0
REUILLY-DIDEROT,5778841,2015,5808594.0,1,0
ROME,2863071,2015,2892744.0,1,0
QUAI DE LA GARE,3366477,2015,3366405.0,1,0
FONTENAY-SOUS-BOIS,2448717,2015,2469377.0,0,1
PORTE DOREE,2770338,2015,2822951.0,1,0
LA FOURCHE,2786656,2015,2816140.0,1,0
CENSIER-DAUBENTON,3575817,2015,3566470.0,1,0
SCEAUX,711545,2015,701293.0,0,1
WAGRAM,2547291,2015,2575870.0,1,0
FAIDHERBE-CHALIGNY,3130250,2015,3073785.0,1,0
CHATEAU ROUGE,6799970,2015,6879272.0,1,0
PORTE DE LA CHAPELLE,3049825,2015,2939078.0,1,0
BOURSE,3371639,2015,3293898.0,1,0
BILLANCOURT,2992265,2015,2903875.0,1,0
LE PELETIER,2258174,2015,2258996.0,1,0
COURONNES,2979584,2015,3006923.0,1,0
QUATRE-SEPTEMBRE,1880560,2015,1850860.0,1,0
ABBESSES,2417881,2015,2555092.0,1,0
EUROPE,1557149,2015,1585380.0,1,0
SEVRES-LECOURBE,2299402,2015,1992343.0,1,0
PIERRE CURIE,1457937,2015,1406411.0,1,0
ARCUEIL-CACHAN,3068459,2015,3030454.0,0,1
NANTERRE-PREFECTURE,21984721,2015,23817046.0,0,1
MAIRIE DE MONTREUIL,6642631,2015,6517125.0,1,0
CHARLES DE GAULLE-ETOILE,8910878,2015,8941588.0,1,0
POISSONNIERE,3570452,2015,3569568.0,1,0
LOUISE MICHEL,3583779,2015,3543857.0,1,0
LES GOBELINS,3562482,2015,3603185.0,1,0
MOUTON-DUVERNET,1755408,2015,1752336.0,1,0
GONCOURT,3464374,2015,3517379.0,1,0
SAINT-FARGEAU,775725,2015,823762.0,1,0
PERNETY,3189684,2015,3282156.0,1,0
EGLISE D'AUTEUIL,174893,2015,179058.0,1,0
GAITE,3080750,2015,3134147.0,1,0
LA DEFENSE-RER,28908710,2015,30059436.0,0,1
PORTE DE CHAMPERRET,3535763,2015,3595140.0,1,0
NOGENT-SUR-MARNE,2695342,2015,2771411.0,0,1
BIR-HAKEIM,8366692,2015,7094930.0,1,0
RANELAGH,2346828,2015,2383384.0,1,0
ODEON,5926500,2015,6059691.0,1,0
CARREFOUR PLEYEL,2933248,2015,2987091.0,1,0
SAINT-DENIS-PORTE DE PARIS,3729178,2015,3041907.0,1,0
CAMBRONNE,2986628,2015,2565239.0,1,0
DUGOMMIER,2405462,2015,2640369.0,1,0
LES AGNETTES,2325129,2015,2386282.0,1,0
MAIRIE D'ISSY,4254618,2015,4413172.0,1,0
VANEAU,960528,2015,959858.0,1,0
VAL D'EUROPE,3775234,2015,3703646.0,0,1
RAMBUTEAU,4227507,2015,4429945.0,1,0
VINCENNES,6526978,2015,6474243.0,0,1
CHATOU-CROISSY,2064380,2015,2050458.0,0,1
SAINT-SULPICE,2441934,2015,2532665.0,1,0
SAINT-MANDE-TOURELLE,6006377,2015,6069483.0,1,0
NANTERRE-VILLE,3447880,2015,3469961.0,0,1
MAISON BLANCHE,2028338,2015,2043760.0,1,0
PORTE DE SAINT-CLOUD,5244402,2015,5291193.0,1,0
LA DEFENSE,15044588,2015,14367265.0,1,0
BUZENVAL,1906757,2015,1896837.0,1,0
CROIX DE CHAVAUX,5116243,2015,5198911.0,1,0
COURCELLE-SUR-YVETTE,585787,2015,566605.0,0,1
LE VESINET-LE PECQ,2017145,2015,2284313.0,0,1
HOCHE,4896236,2015,5040191.0,1,0
CONVENTION,5475951,2015,5614573.0,1,0
LES COURTILLES,4033364,2015,4126878.0,1,0
PYRENEES,3370640,2015,3404189.0,1,0
BLANCHE,4090091,2015,4278243.0,1,0
MAIRIE DE SAINT-OUEN,3905486,2015,3819193.0,1,0
MICHEL-ANGE-AUTEUIL,2107124,2015,2172312.0,1,0
CHARONNE,3979528,2015,3980318.0,1,0
HOTEL DE VILLE,12201851,2015,12621901.0,1,0
PORTE DE CHARENTON,2025127,2015,1902697.0,1,0
CRETEIL-UNIVERSITE,3530174,2015,3522563.0,1,0
OPERA,11717705,2015,12288027.0,1,0
RASPAIL,1777217,2015,1819535.0,1,0
BOUCICAUT,3190091,2015,3106974.0,1,0
SAINT-PAUL,6421101,2015,6591103.0,1,0
LUXEMBOURG,5670876,2015,5441398.0,0,1
TELEGRAPHE,2360717,2015,2465718.0,1,0
PLAISANCE,4874104,2015,4821682.0,1,0
SAINT-GERMAIN-EN-LAYE,4164347,2015,4000603.0,0,1
CHARDON-LAGACHE,640997,2015,639607.0,1,0
PORTE DE VANVES,4527498,2015,4410283.0,1,0
SAINT-MAUR-CRETEIL,3516120,2015,3605382.0,0,1
INVALIDES,6583254,2015,7420581.0,1,0
BALARD,4454198,2015,4287048.0,1,0
FONTAINE-MICHALON,670654,2015,639164.0,0,1
VILLIERS,6178884,2015,6257050.0,1,0
COURCELLES,2719939,2015,2733589.0,1,0
GEORGE V,6127964,2015,6273359.0,1,0
VOLTAIRE,5113473,2015,5217446.0,1,0
VICTOR HUGO,3804427,2015,3870906.0,1,0
BOULOGNE-JEAN JAURES,3757980,2015,3797640.0,1,0
BOBIGNY-PANTIN-RAYMOND QUENEAU,2412852,2015,2438115.0,1,0
VILLEJUIF-LOUIS ARAGON,6661476,2015,6360814.0,1,0
CRIMEE,6613387,2015,6800500.0,1,0
GALLIENI,6075015,2015,6196476.0,1,0
BONNE NOUVELLE,4799450,2015,4932874.0,1,0
MENILMONTANT,4359246,2015,4472755.0,1,0
CADET,3408172,2015,3485034.0,1,0
RENNES,1241237,2015,1272544.0,1,0
SUCY-BONNEUIL,2149877,2015,2121295.0,0,1
PORTE DE CLICHY,4039039,2015,4094794.0,1,0
OURCQ,3903423,2015,3930609.0,1,0
SIMPLON,2957190,2015,2994372.0,1,0
PORTE DAUPHINE,2866342,2015,2894665.0,1,0
MAISONS-ALFORT-STADE,1807992,2015,1750437.0,1,0
SAINT-MICHEL-NOTRE-DAME,7806419,2015,7773356.0,0,1
JOINVILLE-LE-PONT,3665186,2015,3564470.0,0,1
SAINT-AMBROISE,2791395,2015,2877583.0,1,0
MONTGALLET,1767323,2015,1823041.0,1,0
CARDINAL LEMOINE,1657283,2015,1713765.0,1,0
CAMPO-FORMIO,1256651,2015,1280674.0,1,0
SAINT-REMY-LES-CHEVREUSE,934900,2015,904642.0,0,1
MALAKOFF-PLATEAU DE VANVES,3693265,2015,3735305.0,1,0
CRETEIL-L'ECHAT,2334535,2015,2465183.0,1,0
TRINITE-D'ESTIENNE D'ORVES,2236406,2015,2302331.0,1,0
REPUBLIQUE,18530849,2015,18224965.0,1,0
PORTE D'ORLEANS,6736894,2015,6848088.0,1,0
PORTE DE VERSAILLES,5938320,2015,6424182.0,1,0
PONT DE LEVALLOIS-BECON,4969844,2015,5033694.0,1,0
PLACE DES FETES,3130045,2015,3180164.0,1,0
PORTE DE CHOISY,3073748,2015,3088532.0,1,0
COMMERCE,2890759,2015,2996497.0,1,0
TUILERIES,2607243,2015,2877169.0,1,0
IENA,2374498,2015,2383490.0,1,0
SOLFERINO,2342976,2015,2534934.0,1,0
BOURG-LA-REINE,4189127,2015,4202460.0,0,1
BOISSY-SAINT-LEGER,2349546,2015,2315642.0,0,1
LE VESINET-CENTRE,1210783,2015,1236912.0,0,1
LA HACQUINIERE,434450,2015,419554.0,0,1
GARE DE LYON,36352115,2016,35926081.0,1,0
FRANKLIN D. ROOSEVELT,10899310,2016,11571562.0,1,0
AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7381123,2016,7131674.0,1,0
INVALIDES,6290697,2016,6583254.0,1,0
SEVRES-BABYLONE,5178469,2016,5237966.0,1,0
REAUMUR-SEBASTOPOL,5317006,2016,4935953.0,1,0
BALARD,4994071,2016,4454198.0,1,0
LE KREMLIN-BICETRE,4307422,2016,4344822.0,1,0
CHATEAU D'EAU,4010100,2016,3893262.0,1,0
PORTE DES LILAS,3803232,2016,3695614.0,1,0
TERNES,3616052,2016,3667504.0,1,0
CHARENTON-ECOLES,2979524,2016,3078684.0,1,0
WAGRAM,2475539,2016,2547291.0,1,0
LOURMEL,2423494,2016,2412341.0,1,0
MONCEAU,1608558,2016,1662064.0,1,0
MIRABEAU,1366605,2016,1371020.0,1,0
PELLEPORT,352513,2016,363122.0,1,0
PONT DE NEUILLY,6815851,2016,6786803.0,1,0
PYRAMIDES,5070872,2016,5054993.0,1,0
LEDRU-ROLLIN,3895615,2016,3820123.0,1,0
JAVEL-ANDRE CITROEN,2745396,2016,2813391.0,1,0
MICHEL-ANGE-AUTEUIL,2096180,2016,2107124.0,1,0
BOISSIERE,2070907,2016,2069921.0,1,0
AVRON,1925980,2016,1958808.0,1,0
MALAKOFF-RUE ETIENNE DOLET,1871202,2016,1832499.0,1,0
PORTE D'AUTEUIL,671787,2016,671481.0,1,0
EGLISE D'AUTEUIL,172812,2016,174893.0,1,0
JOINVILLE-LE-PONT,3823443,2016,3665186.0,0,1
BOISSY-SAINT-LEGER,2482050,2016,2349546.0,0,1
MADELEINE,6992609,2016,6940577.0,1,0
FONTENAY-AUX-ROSES,1115170,2016,1090737.0,0,1
JAURES,6133119,2016,6475842.0,1,0
LES HALLES,16128080,2016,17384446.0,1,0
LA COURNEUVE-8 MAI 1945,6013067,2016,5662148.0,1,0
BELLEVILLE,11402348,2016,11464280.0,1,0
SAINT-DENIS-PORTE DE PARIS,4179663,2016,3729178.0,1,0
PIGALLE,5589061,2016,5890360.0,1,0
PORTE DE LA VILLETTE,3661072,2016,3712707.0,1,0
PONT DE LEVALLOIS-BECON,5025588,2016,4969844.0,1,0
PLACE DES FETES,3078947,2016,3130045.0,1,0
NATION,8792715,2016,8939092.0,1,0
PASTEUR,4944020,2016,4849120.0,1,0
ROME,2870252,2016,2863071.0,1,0
ODEON,5896554,2016,5926500.0,1,0
PONT DE SEVRES,4980193,2016,4707039.0,1,0
NOTRE-DAME-DE-LORETTE,2794182,2016,2853470.0,1,0
PORTE DE PANTIN,5126473,2016,5103076.0,1,0
ROBESPIERRE,4551649,2016,4421143.0,1,0
VAVIN,2279221,2016,2275955.0,1,0
BLANCHE,3829404,2016,4090091.0,1,0
RAMBUTEAU,4139059,2016,4227507.0,1,0
BREGUET-SABIN,2139259,2016,2065295.0,1,0
CHARONNE,4020524,2016,3979528.0,1,0
BOURSE,3410557,2016,3371639.0,1,0
JASMIN,2037263,2016,2017822.0,1,0
EGLISE DE PANTIN,3769284,2016,3597030.0,1,0
ETIENNE MARCEL,3131944,2016,3033877.0,1,0
RICHARD LENOIR,1906906,2016,1857473.0,1,0
SENTIER,3575805,2016,3509454.0,1,0
MARAICHERS,2769540,2016,2726569.0,1,0
PHILIPPE AUGUSTE,1812544,2016,1854806.0,1,0
PERNETY,3151413,2016,3189684.0,1,0
CLUNY LA SORBONNE,2255703,2016,2435070.0,1,0
SEGUR,1597696,2016,1635557.0,1,0
BERAULT,3094974,2016,2965952.0,1,0
RIQUET,2391609,2016,2423268.0,1,0
PIERRE CURIE,1523465,2016,1457937.0,1,0
BOLIVAR,564032,2016,569990.0,1,0
RUE DU BAC,2314720,2016,2346931.0,1,0
BOTZARIS,958552,2016,976263.0,1,0
BRY-SUR-MARNE,2151853,2016,2030950.0,0,1
PORTE D'IVRY,1929011,2016,1865805.0,1,0
GARE DE LYON-RER,37192652,2016,36576706.0,0,1
BIBLIOTHEQUE,17491541,2016,16433305.0,1,0
MONTGALLET,1755560,2016,1767323.0,1,0
ARCUEIL-CACHAN,3343757,2016,3068459.0,0,1
PORTE DE CLIGNANCOURT,8432306,2016,8471130.0,1,0
FALGUIERE,884202,2016,875978.0,1,0
OPERA,10981914,2016,11717705.0,1,0
CHATEAU ROUGE,2664077,2016,6799970.0,1,0
LUXEMBOURG,5499946,2016,5670876.0,0,1
VILLEJUIF-LOUIS ARAGON,6865612,2016,6661476.0,1,0
LES GOBELINS,3520605,2016,3562482.0,1,0
LE VESINET-CENTRE,1248923,2016,1210783.0,0,1
PORTE DE VERSAILLES,6080322,2016,5938320.0,1,0
PYRENEES,3335906,2016,3370640.0,1,0
PALAIS-ROYAL,9621986,2016,10060631.0,1,0
LES COURTILLES,4103831,2016,4033364.0,1,0
FUNICULAIRE,2850830,2016,3299668.0,1,0
MARCEL SEMBAT,5879264,2016,5783355.0,1,0
VAUGIRARD,3648085,2016,3740275.0,1,0
SIMPLON,3021317,2016,2957190.0,1,0
DAUMESNIL,5316753,2016,5379401.0,1,0
SAINT-MAUR,2863984,2016,3230397.0,1,0
SAINT-AMBROISE,2820580,2016,2791395.0,1,0
CRETEIL-PREFECTURE,5080418,2016,4986457.0,1,0
SAINT-PHILIPPE-DU-ROULE,2782782,2016,2775382.0,1,0
COURCELLES,2663534,2016,2719939.0,1,0
GUY MOQUET,4587665,2016,4577860.0,1,0
CHATEAU-LANDON,1679432,2016,1663800.0,1,0
JACQUES BONSERGENT,2569940,2016,2591769.0,1,0
ANATOLE FRANCE,3794787,2016,3780611.0,1,0
SAINT-FARGEAU,742869,2016,775725.0,1,0
BEL AIR,2223888,2016,2176466.0,1,0
POISSONNIERE,3528982,2016,3570452.0,1,0
GARE D'AUSTERLITZ,9438016,2016,9295236.0,1,0
PONT NEUF,1466310,2016,1626784.0,1,0
COMMERCE,2885201,2016,2890759.0,1,0
GAMBETTA,7095196,2016,7142788.0,1,0
EUROPE,1501598,2016,1557149.0,1,0
RUE DES BOULETS,2561884,2016,2598900.0,1,0
MAIRIE DE CLICHY,7089241,2016,7138355.0,1,0
DANUBE,618124,2016,636385.0,1,0
EDGAR QUINET,2178463,2016,2165227.0,1,0
SAINT-MANDE-TOURELLE,6099638,2016,6006377.0,1,0
ANTONY,6407808,2016,6320636.0,0,1
LA TOUR-MAUBOURG,2110789,2016,2107616.0,1,0
HOCHE,5085421,2016,4896236.0,1,0
AUBER,5755055,2016,6169061.0,0,1
GARE DU NORD-RER,47738502,2016,47759711.0,0,1
CHARLES MICHELS,4923871,2016,4851393.0,1,0
RUEIL-MALMAISON,6183873,2016,5939819.0,0,1
SAINT-GERMAIN-EN-LAYE,4454977,2016,4164347.0,0,1
PORTE DE CLICHY,4145014,2016,4039039.0,1,0
SAINT-LAZARE,45879586,2016,45309544.0,1,0
VAL D'EUROPE,4094800,2016,3775234.0,0,1
OURCQ,3985487,2016,3903423.0,1,0
MONTPARNASSE-BIENVENUE,30359225,2016,31229210.0,1,0
GENTILLY,2165738,2016,2031709.0,0,1
BOULOGNE-JEAN JAURES,3767032,2016,3757980.0,1,0
ESPLANADE DE LA DEFENSE,10317385,2016,10280556.0,1,0
FONTAINE-MICHALON,708085,2016,670654.0,0,1
JOURDAIN,3356879,2016,3418774.0,1,0
HAVRE-CAUMARTIN,7356084,2016,7506005.0,1,0
OLYMPIADES,7103304,2016,6993593.0,1,0
GAITE,3009210,2016,3080750.0,1,0
BOBIGNY-PABLO PICASSO,7737626,2016,7251717.0,1,0
PORTE D'ORLEANS,6643601,2016,6736894.0,1,0
LAMARCK-CAULAINCOURT,2946177,2016,2993657.0,1,0
ANVERS,5890665,2016,6432199.0,1,0
MIROMESNIL,5895561,2016,5884392.0,1,0
TUILERIES,2622025,2016,2607243.0,1,0
SAINT-PAUL,6158849,2016,6421101.0,1,0
CENSIER-DAUBENTON,3519746,2016,3575817.0,1,0
SAINT-JACQUES,2187883,2016,2112450.0,1,0
REUILLY-DIDEROT,5765809,2016,5778841.0,1,0
BILLANCOURT,3105469,2016,2992265.0,1,0
MABILLON,1738843,2016,1794086.0,1,0
JULES JOFFRIN,4344027,2016,4409922.0,1,0
MAUBERT-MUTUALITE,2260212,2016,2362705.0,1,0
SAINT-MICHEL-NOTRE-DAME,7355560,2016,7806419.0,0,1
JUSSIEU,4282997,2016,4162809.0,1,0
TELEGRAPHE,2342747,2016,2360717.0,1,0
LE VESINET-LE PECQ,2122393,2016,2017145.0,0,1
DUPLEIX,3905952,2016,3852225.0,1,0
LES AGNETTES,2323166,2016,2325129.0,1,0
GARE DE L'EST,20373189,2016,20377794.0,1,0
FORT D'AUBERVILLIERS,3928197,2016,3766935.0,1,0
CITE,2109969,2016,2180696.0,1,0
LA MOTTE-PICQUET-GRENELLE,8000496,2016,7972850.0,1,0
QUAI DE LA GARE,2544008,2016,3366477.0,1,0
BUZENVAL,1963737,2016,1906757.0,1,0
CHATILLON-MONTROUGE,7274236,2016,7124158.0,1,0
CORENTIN CARIOU,2833439,2016,3235983.0,1,0
KLEBER,1249446,2016,1266145.0,1,0
CONVENTION,5533112,2016,5475951.0,1,0
RUE DE LA POMPE,3082105,2016,3080833.0,1,0
LE PARC DE SAINT-MAUR,2125885,2016,2068180.0,0,1
SAINT-GERMAIN DES PRES,4195883,2016,4271760.0,1,0
ABBESSES,2276012,2016,2417881.0,1,0
MALAKOFF-PLATEAU DE VANVES,3667554,2016,3693265.0,1,0
PRE-SAINT-GERVAIS,360890,2016,353892.0,1,0
MARX DORMOY,3645866,2016,3676216.0,1,0
CHAMPIGNY,3461601,2016,3385631.0,0,1
NATIONALE,2641580,2016,2666856.0,1,0
SUCY-BONNEUIL,2298313,2016,2149877.0,0,1
CARDINAL LEMOINE,1642759,2016,1657283.0,1,0
GARE DU NORD,50872319,2016,50793797.0,1,0
SAINT-GEORGES,1233216,2016,1229469.0,1,0
MENILMONTANT,4348973,2016,4359246.0,1,0
LA DEFENSE-RER,31115228,2016,28908710.0,0,1
ALMA-MARCEAU,4070093,2016,4204705.0,1,0
NOISY-CHAMPS,4868790,2016,4433525.0,0,1
PORTE DE CHAMPERRET,3512664,2016,3535763.0,1,0
TORCY,4141694,2016,3852727.0,0,1
BOULOGNE-PONT DE SAINT-CLOUD,3202618,2016,3081186.0,1,0
NOGENT-SUR-MARNE,2704755,2016,2695342.0,0,1
CARREFOUR PLEYEL,2669794,2016,2933248.0,1,0
PORTE DE VINCENNES,7058223,2016,6604200.0,1,0
SAINT-SULPICE,2432844,2016,2441934.0,1,0
COUR SAINT-EMILION,5859214,2016,5781997.0,1,0
QUATRE-SEPTEMBRE,1929562,2016,1880560.0,1,0
CROIX DE CHAVAUX,5215902,2016,5116243.0,1,0
FELIX FAURE,1814488,2016,1810078.0,1,0
PLAISANCE,4903776,2016,4874104.0,1,0
FILLES DU CALVAIRE,1710231,2016,1749843.0,1,0
PORTE DE LA CHAPELLE,2853699,2016,3049825.0,1,0
ASSEMBLEE NATIONALE,739282,2016,1126803.0,1,0
LIBERTE,2574219,2016,2581261.0,1,0
VAL DE FONTENAY,12969924,2016,12299505.0,0,1
BOBIGNY-PANTIN-RAYMOND QUENEAU,2579124,2016,2412852.0,1,0
FONTENAY-SOUS-BOIS,2554932,2016,2448717.0,0,1
SOLFERINO,2243672,2016,2342976.0,1,0
PLACE D'ITALIE,11462253,2016,11631649.0,1,0
LA VARENNE-CHENNEVIERES,1860491,2016,1843351.0,0,1
MICHEL-ANGE-MOLITOR,2093279,2016,2101155.0,1,0
STALINGRAD,7063687,2016,6629154.0,1,0
PORTE MAILLOT,9083545,2016,8976380.0,1,0
VANEAU,980057,2016,960528.0,1,0
GABRIEL PERI,5245603,2016,5235722.0,1,0
ALESIA,5207485,2016,5124204.0,1,0
SCEAUX,706968,2016,711545.0,0,1
PORTE DE BAGNOLET,4305206,2016,4390819.0,1,0
ARTS ET METIERS,3899198,2016,3908721.0,1,0
DUROC,3509866,2016,3509587.0,1,0
PASSY,3835814,2016,3826751.0,1,0
GARIBALDI,3346731,2016,3341274.0,1,0
GONCOURT,3415341,2016,3464374.0,1,0
ARGENTINE,2975436,2016,2972019.0,1,0
CORENTIN CELTON,3486870,2016,3447746.0,1,0
CRETEIL-POINTE DU LAC,2729376,2016,2595126.0,1,0
BROCHANT,3383369,2016,3434660.0,1,0
PORTE D'ITALIE,2316136,2016,2360419.0,1,0
LA FOURCHE,2817908,2016,2786656.0,1,0
CHARDON-LAGACHE,642202,2016,640997.0,1,0
LOUIS BLANC,2419456,2016,2395333.0,1,0
MASSY-PALAISEAU,8989578,2016,8594667.0,0,1
PONT MARIE,1558885,2016,1623168.0,1,0
CHARLES DE GAULLE-ETOILE-RER,8404924,2016,8495803.0,0,1
PICPUS,1313242,2016,1321636.0,1,0
PARC DE SCEAUX,585494,2016,564320.0,0,1
VINCENNES,6718268,2016,6526978.0,0,1
MAIRIE DE MONTROUGE,6164559,2016,5757464.0,1,0
LOGNES,1600341,2016,1584501.0,0,1
CHAMPS-ELYSEES-CLEMENCEAU,4300906,2016,4714927.0,1,0
LE GUICHET,923888,2016,885211.0,0,1
TOLBIAC,3363265,2016,3371035.0,1,0
SAINT-AUGUSTIN,2872445,2016,2921864.0,1,0
FRONT POPULAIRE,2672036,2016,2561027.0,1,0
VOLONTAIRES,2405459,2016,2442576.0,1,0
DUGOMMIER,2694704,2016,2405462.0,1,0
IENA,2430271,2016,2374498.0,1,0
CORVISART,2495811,2016,2074560.0,1,0
LIEGE,1690807,2016,1676715.0,1,0
DENFERT-ROCHEREAU-RER,5000661,2016,4532274.0,0,1
ROBINSON,2007606,2016,2002299.0,0,1
LA DEFENSE,15031139,2016,15044588.0,1,0
STRASBOURG-SAINT-DENIS,10145616,2016,9917647.0,1,0
BARBES-ROCHECHOUART,10856026,2016,9174366.0,1,0
ECOLE MILITAIRE,4315153,2016,4565508.0,1,0
MAIRIE DE SAINT-OUEN,4143606,2016,3905486.0,1,0
PLACE MONGE,2971998,2016,2995211.0,1,0
CAMBRONNE,3140382,2016,2986628.0,1,0
TRINITE-D'ESTIENNE D'ORVES,2226802,2016,2236406.0,1,0
EXELMANS,2044451,2016,2029772.0,1,0
MICHEL BIZOT,2006980,2016,2015679.0,1,0
NATION-RER,4171797,2016,4353821.0,0,1
BASTILLE,13225099,2016,13438906.0,1,0
HOTEL DE VILLE,11764439,2016,12201851.0,1,0
MAIRIE DE MONTREUIL,7335865,2016,6642631.0,1,0
LA CHAPELLE,6630341,2016,6622224.0,1,0
VILLIERS,6063343,2016,6178884.0,1,0
MAIRIE D'ISSY,4279661,2016,4254618.0,1,0
ALEXANDRE DUMAS,3685441,2016,3666961.0,1,0
ECOLE VETERINAIRE DE MAISONS-ALFORT,3367371,2016,3251160.0,1,0
COURONNES,2965420,2016,2979584.0,1,0
MALESHERBES,2626600,2016,2604947.0,1,0
PARMENTIER,3201707,2016,2570537.0,1,0
SEVRES-LECOURBE,2341763,2016,2299402.0,1,0
AVENUE EMILE ZOLA,1466777,2016,1470809.0,1,0
QUAI DE LA RAPEE,1239904,2016,1186493.0,1,0
PORT ROYAL,3384237,2016,3361591.0,0,1
NOISIEL,2681812,2016,2687790.0,0,1
ORSAY-VILLE,2431429,2016,2286955.0,0,1
BAGNEUX,2198203,2016,2153810.0,0,1
CHATOU-CROISSY,2209283,2016,2064380.0,0,1
LOZERE,816797,2016,784100.0,0,1
BURES-SUR-YVETTE,714901,2016,685712.0,0,1
BIR-HAKEIM,7932555,2016,8366692.0,1,0
BERCY,5544847,2016,5352928.0,1,0
SAINT-DENIS-UNIVERSITE,4875315,2016,4969367.0,1,0
PERE LACHAISE,4808099,2016,4824175.0,1,0
PORTE DE VANVES,4619691,2016,4527498.0,1,0
PORTE DE SAINT-OUEN,3725695,2016,3739205.0,1,0
LOUISE MICHEL,3577070,2016,3583779.0,1,0
CRETEIL-UNIVERSITE,3598231,2016,3530174.0,1,0
PORTE DE CHOISY,3094950,2016,3073748.0,1,0
PORTE DAUPHINE,2879755,2016,2866342.0,1,0
MOUTON-DUVERNET,1300317,2016,1755408.0,1,0
CHEMIN VERT,1445627,2016,1472562.0,1,0
RENNES,1218261,2016,1241237.0,1,0
NEUILLY-PLAISANCE,5390454,2016,5039115.0,0,1
PALAISEAU,1028405,2016,985245.0,0,1
COURCELLE-SUR-YVETTE,610753,2016,585787.0,0,1
REPUBLIQUE,18340798,2016,18530849.0,1,0
TROCADERO,8351649,2016,8895309.0,1,0
GRANDS BOULEVARDS,6889717,2016,6921912.0,1,0
VOLTAIRE,5036297,2016,5113473.0,1,0
RICHELIEU-DROUOT,5157761,2016,5101192.0,1,0
LA MUETTE,3977748,2016,4050143.0,1,0
FAIDHERBE-CHALIGNY,3134776,2016,3130250.0,1,0
CRETEIL-L'ECHAT,2388835,2016,2334535.0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2196535,2016,2124343.0,1,0
MAISONS-ALFORT-STADE,1831297,2016,1807992.0,1,0
VARENNE,1429509,2016,1499399.0,1,0
BOURG-LA-REINE,4462976,2016,4189127.0,0,1
LAPLACE,3552088,2016,3336242.0,0,1
PLACE CLICHY,9024733,2016,9186051.0,1,0
CHARLES DE GAULLE-ETOILE,8381433,2016,8910878.0,1,0
GEORGE V,5891713,2016,6127964.0,1,0
GLACIERE,4966081,2016,5083429.0,1,0
PORTE DE MONTREUIL,4647724,2016,4671043.0,1,0
MAIRIE DES LILAS,4656048,2016,4647162.0,1,0
OBERKAMPF,4192585,2016,3978333.0,1,0
SAINT-PLACIDE,3281669,2016,3251968.0,1,0
BOUCICAUT,3172612,2016,3190091.0,1,0
CHEVALERET,3550425,2016,3105942.0,1,0
MAIRIE D'IVRY,3102623,2016,3003702.0,1,0
VILLEJUIF-LEO LAGRANGE,2529256,2016,2574945.0,1,0
VILLEJUIF-PAUL VAILLANT-COUTURIER,2297351,2016,2246780.0,1,0
RASPAIL,1773665,2016,1777217.0,1,0
SAINT-FRANCOIS-XAVIER,1725103,2016,1743488.0,1,0
CAMPO-FORMIO,1281234,2016,1256651.0,1,0
SAINT-REMY-LES-CHEVREUSE,974338,2016,934900.0,0,1
CRIMEE,6175537,2016,6613387.0,1,0
CONCORDE,5847907,2016,6336283.0,1,0
CADET,3289639,2016,3408172.0,1,0
