Station,Trafic,Année,Trafic_Année_Précedente,Réseau_Métro,Réseau_RER
LA MOTTE-PICQUET-GRENELLE,8248998,2014,8280583.0,1,0
MAIRIE DE SAINT-OUEN,3819193,2014,3716189.0,1,0
LA COURNEUVE-8 MAI 1945,5665476,2014,5536146.0,1,0
JOURDAIN,3474999,2014,3462099.0,1,0
BERCY,5359847,2014,5473870.0,1,0
CORENTIN CELTON,3447242,2014,3380242.0,1,0
ROME,2892744,2014,2818857.0,1,0
GABRIEL PERI,5278348,2014,5285165.0,1,0
VOLONTAIRES,2610342,2014,2511126.0,1,0
VICTOR HUGO,3870906,2014,3908009.0,1,0
VILLEJUIF-LEO LAGRANGE,2545252,2014,2558494.0,1,0
ARTS ET METIERS,3836852,2014,4036745.0,1,0
LOURMEL,2424840,2014,2483440.0,1,0
SENTIER,3484652,2014,3568784.0,1,0
PICPUS,1346859,2014,1405460.0,1,0
PORTE DE CHOISY,3088532,2014,3085089.0,1,0
NATION,9333662,2014,9541406.0,1,0
MARAICHERS,2807675,2014,2903399.0,1,0
SAINT-MICHEL,8695006,2014,8797595.0,1,0
RICHARD LENOIR,1999612,2014,1767814.0,1,0
CHAUSSEE D'ANTIN-LA FAYETTE,7612896,2014,7600254.0,1,0
SAINT-GEORGES,1286815,2014,1279016.0,1,0
GAMBETTA,7365448,2014,7445691.0,1,0
SAINT-FARGEAU,823762,2014,884413.0,1,0
PORTE DE VINCENNES,6398167,2014,5878175.0,1,0
NOISY-CHAMPS,4319444,2014,4168244.0,0,1
PLAISANCE,4821682,2014,4794268.0,1,0
ORSAY-VILLE,2230574,2014,2202140.0,0,1
MARX DORMOY,3708018,2014,3753736.0,1,0
PORTE D'AUTEUIL,682814,2014,687237.0,1,0
PORTE DES LILAS,3627528,2014,3724568.0,1,0
JOINVILLE-LE-PONT,3564470,2014,3496468.0,0,1
LOUISE MICHEL,3543857,2014,3594105.0,1,0
LA CROIX DE BERNY,2975417,2014,2937840.0,0,1
LOUVRE,3174681,2014,2650897.0,1,0
NOISIEL,2644814,2014,2599945.0,0,1
BILLANCOURT,2903875,2014,2838189.0,1,0
ALESIA,5208628,2014,5237657.0,1,0
TUILERIES,2877169,2014,2616916.0,1,0
DAUMESNIL,5140492,2014,5195589.0,1,0
BOISSIERE,1984327,2014,2150445.0,1,0
POISSONNIERE,3569568,2014,3594301.0,1,0
FILLES DU CALVAIRE,1832013,2014,1784167.0,1,0
PASSY,3366482,2014,3908764.0,1,0
AVENUE EMILE ZOLA,1551758,2014,1476223.0,1,0
TELEGRAPHE,2465718,2014,2506008.0,1,0
CHARLES DE GAULLE-ETOILE-RER,9429351,2014,9405140.0,0,1
LOUIS BLANC,2386942,2014,2489483.0,1,0
MARNE-LA-VALLEE-CHESSY,5078380,2014,4653134.0,0,1
IENA,2383490,2014,2280935.0,1,0
ARCUEIL-CACHAN,3030454,2014,3030150.0,0,1
FRONT POPULAIRE,2287004,2014,1486925.0,1,0
LE VESINET-LE PECQ,2284313,2014,2046992.0,0,1
LE PELETIER,2258996,2014,2271055.0,1,0
LE VESINET-CENTRE,1236912,2014,1201471.0,0,1
SUCY-BONNEUIL,2121295,2014,2115638.0,0,1
FONTENAY-AUX-ROSES,1050781,2014,1052661.0,0,1
CHATELET,12502708,2014,13929657.0,1,0
OPERA,12288027,2014,12269711.0,1,0
FRANKLIN D. ROOSEVELT,12053554,2014,11890240.0,1,0
OURCQ,3930609,2014,3792001.0,1,0
ESPLANADE DE LA DEFENSE,9992248,2014,9843051.0,1,0
JACQUES BONSERGENT,2667291,2014,2727155.0,1,0
ECOLE MILITAIRE,4640723,2014,4443503.0,1,0
SEGUR,1735579,2014,1604694.0,1,0
DUROC,3515234,2014,3339347.0,1,0
BOURG-LA-REINE,4202460,2014,4164559.0,0,1
SAINT-PLACIDE,3278515,2014,3287084.0,1,0
PALAIS-ROYAL,7448640,2014,9385220.0,1,0
MAUBERT-MUTUALITE,2480448,2014,2631728.0,1,0
GRANDS BOULEVARDS,7345811,2014,7092775.0,1,0
BEL AIR,2249229,2014,2319026.0,1,0
PASTEUR,4655655,2014,5110865.0,1,0
MICHEL-ANGE-MOLITOR,2091229,2014,2097256.0,1,0
CADET,3485034,2014,3612956.0,1,0
FELIX FAURE,1838532,2014,1895590.0,1,0
SAINT-AUGUSTIN,2947957,2014,2994175.0,1,0
MIRABEAU,1390817,2014,1420987.0,1,0
PORTE DOREE,2822951,2014,2702079.0,1,0
GIF-SUR-YVETTE,711162,2014,695806.0,0,1
VILLEJUIF-PAUL VAILLANT-COUTURIER,2244984,2014,2261934.0,1,0
SAINT-MARCEL,2101575,2014,1853989.0,1,0
JASMIN,2047639,2014,2115456.0,1,0
VARENNE,1552036,2014,1538258.0,1,0
FALGUIERE,965829,2014,930847.0,1,0
PELLEPORT,382266,2014,386605.0,1,0
CHATELET-LES HALLES-RER,26580053,2014,18419580.0,0,1
ANTONY,6186694,2014,6282777.0,0,1
VAL D'EUROPE,3703646,2014,3392885.0,0,1
LES BACONNETS,1623880,2014,1585110.0,0,1
PLACE CLICHY,9346342,2014,9356430.0,1,0
PORTE MAILLOT,9089205,2014,8998134.0,1,0
BOBIGNY-PABLO PICASSO,7461452,2014,7135266.0,1,0
AUBERVILLIERS-PANTIN-QUATRE CHEMINS,6927817,2014,7051944.0,1,0
VILLEJUIF-LOUIS ARAGON,6360814,2014,5814857.0,1,0
LA MUETTE,4328056,2014,4206204.0,1,0
RICHELIEU-DROUOT,4114054,2014,5362641.0,1,0
TERNES,3833182,2014,3928660.0,1,0
ANATOLE FRANCE,3801122,2014,3866326.0,1,0
PORTE DE CHAMPERRET,3595140,2014,3585658.0,1,0
TOLBIAC,3419771,2014,3582639.0,1,0
GAITE,3134147,2014,3165824.0,1,0
CHARENTON-ECOLES,3111359,2014,3074333.0,1,0
BOULOGNE-PONT DE SAINT-CLOUD,3051796,2014,3033621.0,1,0
MICHEL-ANGE-AUTEUIL,2172312,2014,2222709.0,1,0
NOTRE-DAME-DES-CHAMPS,2058675,2014,2077450.0,1,0
SAINT-JACQUES,2030314,2014,2070465.0,1,0
MALAKOFF-RUE ETIENNE DOLET,1888784,2014,1881782.0,1,0
GARE DE LYON-RER,36404818,2014,35326982.0,0,1
CITE UNIVERSITAIRE,6353921,2014,5848347.0,0,1
AUBER,6352580,2014,6248528.0,0,1
DENFERT-ROCHEREAU-RER,4332936,2014,4319008.0,0,1
SAINT-MAUR-CRETEIL,3605382,2014,3645415.0,0,1
NANTERRE-VILLE,3469961,2014,3424216.0,0,1
BUSSY-SAINT-GEORGES,2959323,2014,2847540.0,0,1
LA HACQUINIERE,419554,2014,409864.0,0,1
BELLEVILLE,11598308,2014,11558246.0,1,0
CHARONNE,3980318,2014,4047046.0,1,0
PARMENTIER,3455199,2014,3305625.0,1,0
LAMARCK-CAULAINCOURT,3094805,2014,3154666.0,1,0
TRINITE-D'ESTIENNE D'ORVES,2302331,2014,2296191.0,1,0
LA TOUR-MAUBOURG,2096559,2014,2152005.0,1,0
CHEMIN VERT,1488841,2014,1483745.0,1,0
GARE DU NORD-RER,48205117,2014,46757083.0,0,1
NANTERRE-UNIVERSITE,5045960,2014,5024403.0,0,1
SCEAUX,701293,2014,680371.0,0,1
PORT ROYAL,3322322,2014,3140952.0,0,1
PALAISEAU,954855,2014,933098.0,0,1
VILLIERS,6257050,2014,6309746.0,1,0
MIROMESNIL,5841806,2014,5916541.0,1,0
PONT DE SEVRES,4701284,2014,4557271.0,1,0
PORTE DE BAGNOLET,4495023,2014,4487998.0,1,0
CENSIER-DAUBENTON,3566470,2014,3777857.0,1,0
CRETEIL-UNIVERSITE,3522563,2014,3395813.0,1,0
PERNETY,3282156,2014,3348989.0,1,0
SIMPLON,2994372,2014,2994773.0,1,0
ARGENTINE,2947071,2014,2932686.0,1,0
CRETEIL-POINTE DU LAC,2564228,2014,2384761.0,1,0
LES AGNETTES,2386282,2014,2368284.0,1,0
QUAI DE LA RAPEE,1197619,2014,986508.0,1,0
RUEIL-MALMAISON,6302437,2014,6518344.0,0,1
GARE D'AUSTERLITZ,9210572,2014,8375268.0,1,0
LA CHAPELLE,6352766,2014,6503089.0,1,0
CHATEAU DE VINCENNES,5365513,2014,5122469.0,1,0
JULES JOFFRIN,4464152,2014,4441668.0,1,0
BOULOGNE-JEAN JAURES,3797640,2014,3847782.0,1,0
EGLISE DE PANTIN,3633009,2014,3693931.0,1,0
RUE DE LA POMPE,3093242,2014,3138962.0,1,0
SAINT-MAUR,2961357,2014,2960155.0,1,0
SAINT-PHILIPPE-DU-ROULE,2840177,2014,2833206.0,1,0
RUE DES BOULETS,2693345,2014,2740221.0,1,0
CAMBRONNE,2565239,2014,3097164.0,1,0
CORVISART,2538729,2014,2622998.0,1,0
PONT NEUF,1886611,2014,1614109.0,1,0
SAINT-SEBASTIEN-FROISSART,1804340,2014,1783783.0,1,0
PRE-SAINT-GERVAIS,350959,2014,365930.0,1,0
SAINT-MICHEL-NOTRE-DAME,7773356,2014,7788001.0,0,1
SAINT-GERMAIN-EN-LAYE,4000603,2014,4313384.0,0,1
GENTILLY,1917456,2014,1907036.0,0,1
CHARLES DE GAULLE-ETOILE,8941588,2014,9067635.0,1,0
BIR-HAKEIM,7094930,2014,8157090.0,1,0
FUNICULAIRE,3596114,2014,3152786.0,1,0
PORTE DE LA VILLETTE,3583870,2014,3391140.0,1,0
BROCHANT,3471022,2014,3492868.0,1,0
MICHEL BIZOT,2043217,2014,2038450.0,1,0
SULLY-MORLAND,1468391,2014,1575223.0,1,0
VAL DE FONTENAY,12157778,2014,11863754.0,0,1
NEUILLY-PLAISANCE,5014436,2014,4769659.0,0,1
PLACE D'ITALIE,11542761,2014,11534907.0,1,0
COUR SAINT-EMILION,5805955,2014,5857110.0,1,0
PORTE DE MONTREUIL,4906785,2014,4862314.0,1,0
DENFERT-ROCHEREAU,4268859,2014,4339678.0,1,0
GONCOURT,3517379,2014,3740119.0,1,0
BOURSE,3293898,2014,3288142.0,1,0
ETIENNE MARCEL,2897367,2014,2803893.0,1,0
COURCELLES,2733589,2014,2650620.0,1,0
SOLFERINO,2534934,2014,2632023.0,1,0
CAMPO-FORMIO,1280674,2014,1120960.0,1,0
NOGENT-SUR-MARNE,2771411,2014,2810184.0,0,1
ROBINSON,2057844,2014,2167299.0,0,1
SAINT-REMY-LES-CHEVREUSE,904642,2014,884240.0,0,1
GARE DE LYON,35162388,2014,34895701.0,1,0
INVALIDES,7420581,2014,7283347.0,1,0
ANVERS,6780971,2014,6888848.0,1,0
PORTE DE VERSAILLES,6424182,2014,6238822.0,1,0
PIGALLE,6176020,2014,6201914.0,1,0
BONNE NOUVELLE,4932874,2014,4953438.0,1,0
PORTE DE PANTIN,4749922,2014,4675965.0,1,0
MONTGALLET,1823041,2014,1864016.0,1,0
MOUTON-DUVERNET,1752336,2014,1688932.0,1,0
MASSY-PALAISEAU,8615200,2014,8633119.0,0,1
FONTAINE-MICHALON,639164,2014,607405.0,0,1
ASSEMBLEE NATIONALE,1142259,2014,1138571.0,1,0
TORCY,3631640,2014,3524984.0,0,1
TROCADERO,9516364,2014,8973095.0,1,0
CHATEAU ROUGE,6879272,2014,6874733.0,1,0
MARCEL SEMBAT,5916640,2014,5942496.0,1,0
CONVENTION,5614573,2014,5792331.0,1,0
PYRAMIDES,5096769,2014,5172054.0,1,0
HOCHE,5040191,2014,5046958.0,1,0
GLACIERE,4827308,2014,4933269.0,1,0
FAIDHERBE-CHALIGNY,3073785,2014,3079358.0,1,0
WAGRAM,2575870,2014,2617716.0,1,0
TEMPLE,1222777,2014,1207453.0,1,0
DANUBE,617424,2014,600883.0,1,0
BURES-SUR-YVETTE,662982,2014,649479.0,0,1
BASTILLE,13590937,2014,13706765.0,1,0
PORTE DE CLIGNANCOURT,8663554,2014,8699614.0,1,0
CONCORDE,7102855,2014,7176639.0,1,0
CRIMEE,6800500,2014,6945245.0,1,0
CROIX DE CHAVAUX,5198911,2014,5167717.0,1,0
PYRENEES,3404189,2014,3457271.0,1,0
CHEVALERET,3055302,2014,3058367.0,1,0
JAVEL-ANDRE CITROEN,2654991,2014,2565099.0,1,0
MALESHERBES,2601913,2014,2623165.0,1,0
CRETEIL-L'ECHAT,2465183,2014,2361971.0,1,0
AVRON,1916547,2014,1907820.0,1,0
PIERRE CURIE,1406411,2014,1404039.0,1,0
KLEBER,1203757,2014,1260051.0,1,0
CHARDON-LAGACHE,639607,2014,651234.0,1,0
EGLISE D'AUTEUIL,179058,2014,183783.0,1,0
VINCENNES,6474243,2014,6426855.0,0,1
COURCELLE-SUR-YVETTE,566605,2014,554234.0,0,1
REPUBLIQUE,18224965,2014,16953175.0,1,0
LES HALLES,17991605,2014,15347160.0,1,0
MAIRIE DE CLICHY,7129195,2014,6987958.0,1,0
GEORGE V,6273359,2014,6302761.0,1,0
PONT DE LEVALLOIS-BECON,5033694,2014,5100344.0,1,0
ALEXANDRE DUMAS,3846473,2014,3919412.0,1,0
COMMERCE,2996497,2014,2814912.0,1,0
PORTE DE LA CHAPELLE,2939078,2014,2905144.0,1,0
MAISON BLANCHE,2043760,2014,2122847.0,1,0
PORTE DE CHARENTON,1902697,2014,1642061.0,1,0
QUATRE-SEPTEMBRE,1850860,2014,1758632.0,1,0
LIEGE,1659751,2014,1712165.0,1,0
VANEAU,959858,2014,964320.0,1,0
BUTTES-CHAUMONT,492601,2014,507867.0,1,0
CHATOU-CROISSY,2050458,2014,1905937.0,0,1
BARBES-ROCHECHOUART,9178399,2014,8392009.0,1,0
OLYMPIADES,7000540,2014,6886845.0,1,0
MADELEINE,6889442,2014,7475264.0,1,0
MAIRIE DE MONTREUIL,6517125,2014,6328612.0,1,0
VOLTAIRE,5217446,2014,5341865.0,1,0
ROBESPIERRE,4394418,2014,4448864.0,1,0
LES GOBELINS,3603185,2014,3835783.0,1,0
ECOLE VETERINAIRE DE MAISONS-ALFORT,3234540,2014,3175166.0,1,0
NOTRE-DAME-DE-LORETTE,3002608,2014,3007196.0,1,0
BREGUET-SABIN,2085448,2014,2038531.0,1,0
PHILIPPE AUGUSTE,1883838,2014,1876528.0,1,0
RASPAIL,1819535,2014,1836323.0,1,0
LOZERE,757466,2014,742156.0,0,1
LA DEFENSE,14367265,2014,14275382.0,1,0
MARCADET-POISSONNIERS,6388263,2014,6381604.0,1,0
SAINT-MANDE-TOURELLE,6069483,2014,6039765.0,1,0
ODEON,6059691,2014,6156948.0,1,0
REAUMUR-SEBASTOPOL,5326171,2014,4925640.0,1,0
LAUMIERE,4582224,2014,4726950.0,1,0
LEDRU-ROLLIN,3830872,2014,3917141.0,1,0
MALAKOFF-PLATEAU DE VANVES,3735305,2014,3852053.0,1,0
PLACE DES FETES,3180164,2014,3321050.0,1,0
ABBESSES,2555092,2014,2588279.0,1,0
RUE DU BAC,2529823,2014,2632889.0,1,0
CLUNY LA SORBONNE,2483282,2014,2509657.0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2137509,2014,2085806.0,1,0
EDGAR QUINET,2081259,2014,2241317.0,1,0
EXELMANS,2040930,2014,2060188.0,1,0
MAISONS-ALFORT-STADE,1750437,2014,1689344.0,1,0
NANTERRE-PREFECTURE,23817046,2014,23111276.0,0,1
LOGNES,1563658,2014,1563151.0,0,1
LE PARC DE SAINT-MAUR,2100682,2014,2090558.0,0,1
HOTEL DE VILLE,12621901,2014,11953352.0,1,0
JAURES,5960472,2014,4992926.0,1,0
BASILIQUE DE SAINT-DENIS,5434754,2014,5393138.0,1,0
PERE LACHAISE,4932986,2014,4682893.0,1,0
CHARLES MICHELS,4897053,2014,4339534.0,1,0
CHATEAU D'EAU,3967264,2014,4059164.0,1,0
PORTE DE SAINT-OUEN,3776345,2014,3762943.0,1,0
OBERKAMPF,3133981,2014,4167444.0,1,0
MAIRIE D'IVRY,2975244,2014,2907554.0,1,0
SAINT-AMBROISE,2877583,2014,2780473.0,1,0
RIQUET,2452712,2014,2537863.0,1,0
BUZENVAL,1896837,2014,1914564.0,1,0
PORTE D'IVRY,1869444,2014,1868796.0,1,0
PONT MARIE,1695690,2014,1624879.0,1,0
BOISSY-SAINT-LEGER,2315642,2014,2249848.0,0,1
MASSY-VERRIERES,566720,2014,554518.0,0,1
CHATEAU DE VINCENNES,5426141,2015,5365513.0,1,0
RICHELIEU-DROUOT,5101192,2015,4114054.0,1,0
ROBESPIERRE,4421143,2015,4394418.0,1,0
JULES JOFFRIN,4409922,2015,4464152.0,1,0
ALEXANDRE DUMAS,3666961,2015,3846473.0,1,0
PORTE D'ITALIE,2360419,2015,2432555.0,1,0
LOUVRE,2050455,2015,3174681.0,1,0
FILLES DU CALVAIRE,1749843,2015,1832013.0,1,0
MADELEINE,6940577,2015,6889442.0,1,0
JAURES,6475842,2015,5960472.0,1,0
COUR SAINT-EMILION,5781997,2015,5805955.0,1,0
VAUGIRARD,3740275,2015,3850737.0,1,0
BEL AIR,2176466,2015,2249229.0,1,0
LE GUICHET,885211,2015,856871.0,0,1
MASSY-PALAISEAU,8594667,2015,8615200.0,0,1
LOZERE,784100,2015,757466.0,0,1
SAINT-FRANCOIS-XAVIER,1743488,2015,1797081.0,1,0
SULLY-MORLAND,1472158,2015,1468391.0,1,0
GARE DE LYON-RER,36576706,2015,36404818.0,0,1
AUBER,6169061,2015,6352580.0,0,1
LE PARC DE SAINT-MAUR,2068180,2015,2100682.0,0,1
SEVRES-BABYLONE,5237966,2015,5387363.0,1,0
DENFERT-ROCHEREAU,4277194,2015,4268859.0,1,0
SAINT-PLACIDE,3251968,2015,3278515.0,1,0
PARMENTIER,2570537,2015,3455199.0,1,0
VOLONTAIRES,2442576,2015,2610342.0,1,0
LA TOUR-MAUBOURG,2107616,2015,2096559.0,1,0
LIEGE,1676715,2015,1659751.0,1,0
SAINT-GEORGES,1229469,2015,1286815.0,1,0
BRY-SUR-MARNE,2030950,2015,2021786.0,0,1
PALAIS-ROYAL,10060631,2015,7448640.0,1,0
STRASBOURG-SAINT-DENIS,9917647,2015,9967686.0,1,0
PONT DE SEVRES,4707039,2015,4701284.0,1,0
MAIRIE D'IVRY,3003702,2015,2975244.0,1,0
BELLEVILLE,11464280,2015,11598308.0,1,0
PLACE CLICHY,9186051,2015,9346342.0,1,0
NATION,8939092,2015,9333662.0,1,0
PORTE DE VINCENNES,6604200,2015,6398167.0,1,0
CHAMPS-ELYSEES-CLEMENCEAU,4714927,2015,4910801.0,1,0
PORTE DE MONTREUIL,4671043,2015,4906785.0,1,0
TERNES,3667504,2015,3833182.0,1,0
SAINT-MARCEL,2205398,2015,2101575.0,1,0
CORVISART,2074560,2015,2538729.0,1,0
LES BACONNETS,1670479,2015,1623880.0,0,1
JUSSIEU,4162809,2015,4174050.0,1,0
MARX DORMOY,3676216,2015,3708018.0,1,0
CORENTIN CARIOU,3235983,2015,3115884.0,1,0
VILLEJUIF-LEO LAGRANGE,2574945,2015,2545252.0,1,0
AVENUE EMILE ZOLA,1470809,2015,1551758.0,1,0
KLEBER,1266145,2015,1203757.0,1,0
QUAI DE LA RAPEE,1186493,2015,1197619.0,1,0
PRE-SAINT-GERVAIS,353892,2015,350959.0,1,0
LA CROIX DE BERNY,2987262,2015,2975417.0,0,1
ORSAY-VILLE,2286955,2015,2230574.0,0,1
TROCADERO,8895309,2015,9516364.0,1,0
LA MOTTE-PICQUET-GRENELLE,7972850,2015,8248998.0,1,0
CHATILLON-MONTROUGE,7124158,2015,6109396.0,1,0
STALINGRAD,6629154,2015,7089762.0,1,0
REAUMUR-SEBASTOPOL,4935953,2015,5326171.0,1,0
DUPLEIX,3852225,2015,3347548.0,1,0
SAINT-MAUR,3230397,2015,2961357.0,1,0
RUE DU BAC,2346931,2015,2529823.0,1,0
MABILLON,1794086,2015,1892987.0,1,0
PICPUS,1321636,2015,1346859.0,1,0
MASSY-VERRIERES,586015,2015,566720.0,0,1
PIGALLE,5890360,2015,6176020.0,1,0
PORTE DES LILAS,3695614,2015,3627528.0,1,0
BIBLIOTHEQUE,16433305,2015,15840239.0,1,0
PONT DE NEUILLY,6786803,2015,6823045.0,1,0
MARCEL SEMBAT,5783355,2015,5916640.0,1,0
GLACIERE,5083429,2015,4827308.0,1,0
GARE DE LYON,35926081,2015,35162388.0,1,0
BERAULT,2965952,2015,2858413.0,1,0
BASTILLE,13438906,2015,13590937.0,1,0
LOURMEL,2412341,2015,2424840.0,1,0
SAINT-DENIS-UNIVERSITE,4969367,2015,5261145.0,1,0
LOUIS BLANC,2395333,2015,2386942.0,1,0
DUROC,3509587,2015,3515234.0,1,0
AVRON,1958808,2015,1916547.0,1,0
MICHEL-ANGE-MOLITOR,2101155,2015,2091229.0,1,0
PORTE D'AUTEUIL,671481,2015,682814.0,1,0
FELIX FAURE,1810078,2015,1838532.0,1,0
GENTILLY,2031709,2015,1917456.0,0,1
CHATEAU-LANDON,1663800,2015,1629996.0,1,0
JOURDAIN,3418774,2015,3474999.0,1,0
TEMPLE,1239969,2015,1222777.0,1,0
CHARENTON-ECOLES,3078684,2015,3111359.0,1,0
BOTZARIS,976263,2015,996326.0,1,0
VILLEJUIF-PAUL VAILLANT-COUTURIER,2246780,2015,2244984.0,1,0
GARE DU NORD,50793797,2015,51316194.0,1,0
MALAKOFF-RUE ETIENNE DOLET,1832499,2015,1888784.0,1,0
LA COURNEUVE-8 MAI 1945,5662148,2015,5665476.0,1,0
BERCY,5352928,2015,5359847.0,1,0
LA MUETTE,4050143,2015,4328056.0,1,0
ARGENTINE,2972019,2015,2947071.0,1,0
LEDRU-ROLLIN,3820123,2015,3830872.0,1,0
JACQUES BONSERGENT,2591769,2015,2667291.0,1,0
BROCHANT,3434660,2015,3471022.0,1,0
NOTRE-DAME-DES-CHAMPS,2016157,2015,2058675.0,1,0
GARIBALDI,3341274,2015,3197736.0,1,0
SAINT-SEBASTIEN-FROISSART,1785413,2015,1804340.0,1,0
SEGUR,1635557,2015,1735579.0,1,0
LOGNES,1584501,2015,1563658.0,0,1
NOISIEL,2687790,2015,2644814.0,0,1
FRANKLIN D. ROOSEVELT,11571562,2015,12053554.0,1,0
HAVRE-CAUMARTIN,7506005,2015,7661183.0,1,0
ANTONY,6320636,2015,6186694.0,0,1
LAPLACE,3336242,2015,3224399.0,0,1
MAIRIE DE CLICHY,7138355,2015,7129195.0,1,0
ECOLE MILITAIRE,4565508,2015,4640723.0,1,0
PORTE DE LA VILLETTE,3712707,2015,3583870.0,1,0
BOULOGNE-PONT DE SAINT-CLOUD,3081186,2015,3051796.0,1,0
VAVIN,2275955,2015,2308243.0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2124343,2015,2137509.0,1,0
SAINT-LAZARE,45309544,2015,44936936.0,1,0
MONCEAU,1662064,2015,1662955.0,1,0
ANVERS,6432199,2015,6780971.0,1,0
CHATELET-LES HALLES-RER,26017693,2015,26580053.0,0,1
PORTE DE PANTIN,5103076,2015,4749922.0,1,0
LES SABLONS,5795500,2015,5500065.0,1,0
CRETEIL-PREFECTURE,4986457,2015,4674246.0,1,0
ALESIA,5124204,2015,5208628.0,1,0
BASILIQUE DE SAINT-DENIS,4782355,2015,5434754.0,1,0
MAUBERT-MUTUALITE,2362705,2015,2480448.0,1,0
PLACE MONGE,2995211,2015,2973319.0,1,0
ESPLANADE DE LA DEFENSE,10280556,2015,9992248.0,1,0
MONTPARNASSE-BIENVENUE,31229210,2015,31553833.0,1,0
PHILIPPE AUGUSTE,1854806,2015,1883838.0,1,0
GUY MOQUET,4577860,2015,4602495.0,1,0
SAINT-MICHEL,8072295,2015,8695006.0,1,0
BARBES-ROCHECHOUART,9174366,2015,9178399.0,1,0
SENTIER,3509454,2015,3484652.0,1,0
AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7131674,2015,6927817.0,1,0
PORTE MAILLOT,8976380,2015,9089205.0,1,0
LIBERTE,2581261,2015,2635279.0,1,0
MAIRIE DE MONTROUGE,5757464,2015,5346471.0,1,0
PEREIRE,4643622,2015,4711045.0,1,0
SAINT-JACQUES,2112450,2015,2030314.0,1,0
GABRIEL PERI,5235722,2015,5278348.0,1,0
ARTS ET METIERS,3908721,2015,3836852.0,1,0
EXELMANS,2029772,2015,2040930.0,1,0
CRETEIL-POINTE DU LAC,2595126,2015,2564228.0,1,0
MARNE-LA-VALLEE-CHESSY,5246229,2015,5078380.0,0,1
MIRABEAU,1371020,2015,1390817.0,1,0
BOLIVAR,569990,2015,581422.0,1,0
NEUILLY-PLAISANCE,5039115,2015,5014436.0,0,1
GARE DE L'EST,20377794,2015,20284835.0,1,0
PALAISEAU-VILLEBON,885207,2015,856892.0,0,1
PALAISEAU,985245,2015,954855.0,0,1
GARE D'AUSTERLITZ,9295236,2015,9210572.0,1,0
SAINT-GERMAIN DES PRES,4271760,2015,4443897.0,1,0
BREGUET-SABIN,2065295,2015,2085448.0,1,0
CHARLES MICHELS,4851393,2015,4897053.0,1,0
ANATOLE FRANCE,3780611,2015,3801122.0,1,0
JASMIN,2017822,2015,2047639.0,1,0
LAUMIERE,4422042,2015,4582224.0,1,0
FUNICULAIRE,3299668,2015,3596114.0,1,0
FALGUIERE,875978,2015,965829.0,1,0
ECOLE VETERINAIRE DE MAISONS-ALFORT,3251160,2015,3234540.0,1,0
RUE DE LA POMPE,3080833,2015,3093242.0,1,0
GARE DU NORD-RER,47759711,2015,48205117.0,0,1
CHEVALERET,3105942,2015,3055302.0,1,0
NATIONALE,2666856,2015,2614523.0,1,0
CITE UNIVERSITAIRE,6662323,2015,6353921.0,0,1
ETIENNE MARCEL,3033877,2015,2897367.0,1,0
RUE DES BOULETS,2598900,2015,2693345.0,1,0
NOISY-CHAMPS,4433525,2015,4319444.0,0,1
SAINT-AUGUSTIN,2921864,2015,2947957.0,1,0
DANUBE,636385,2015,617424.0,1,0
BUSSY-SAINT-GEORGES,2908666,2015,2959323.0,0,1
MICHEL BIZOT,2015679,2015,2043217.0,1,0
CHARLES DE GAULLE-ETOILE-RER,8495803,2015,9429351.0,0,1
JAVEL-ANDRE CITROEN,2813391,2015,2654991.0,1,0
RICHARD LENOIR,1857473,2015,1999612.0,1,0
RUEIL-MALMAISON,5939819,2015,6302437.0,0,1
MARAICHERS,2726569,2015,2807675.0,1,0
NANTERRE-UNIVERSITE,4674496,2015,5045960.0,0,1
PASSY,3826751,2015,3366482.0,1,0
FRONT POPULAIRE,2561027,2015,2287004.0,1,0
BAGNEUX,2153810,2015,2034790.0,0,1
SAINT-PHILIPPE-DU-ROULE,2775382,2015,2840177.0,1,0
EDGAR QUINET,2165227,2015,2081259.0,1,0
NOISY-LE-GRAND-MONT D'EST,7375462,2015,7098238.0,0,1
PONT MARIE,1623168,2015,1695690.0,1,0
CHEMIN VERT,1472562,2015,1488841.0,1,0
PORT ROYAL,3361591,2015,3322322.0,0,1
DENFERT-ROCHEREAU-RER,4532274,2015,4332936.0,0,1
NATION-RER,4353821,2015,4120752.0,0,1
GIF-SUR-YVETTE,735448,2015,711162.0,0,1
LES HALLES,17384446,2015,17991605.0,1,0
CHAMPIGNY,3385631,2015,3432922.0,0,1
PORTE D'IVRY,1865805,2015,1869444.0,1,0
GAMBETTA,7142788,2015,7365448.0,1,0
PORTE DE CLIGNANCOURT,8471130,2015,8663554.0,1,0
ROBINSON,2002299,2015,2057844.0,0,1
COLONEL FABIEN,4644115,2015,4575858.0,1,0
LA CHAPELLE,6622224,2015,6352766.0,1,0
PARC DE SCEAUX,564320,2015,534550.0,0,1
PORTE DE SAINT-OUEN,3739205,2015,3776345.0,1,0
PERE LACHAISE,4824175,2015,4932986.0,1,0
PASTEUR,4849120,2015,4655655.0,1,0
NOTRE-DAME-DE-LORETTE,2853470,2015,3002608.0,1,0
OBERKAMPF,3978333,2015,3133981.0,1,0
