Rang,Réseau,Station,Trafic,Ville,Année
26,RER,NANTERRE-VILLE,4083814,Nanterre,2018
156,Métro,JOURDAIN,3467807,Paris,2018
110,Métro,LAUMIERE,4556699,Paris,2018
153,Métro,ECOLE VETERINAIRE DE MAISONS-ALFORT,3520624,Maisons -Alfort,2018
120,Métro,LES COURTILLES,4233814,Asnières sur Seine,2018
288,Métro,QUAI DE LA RAPEE,1273466,Paris,2018
280,Métro,CHEMIN VERT,1524831,Paris,2018
6,RER,VAL DE FONTENAY,14052186,Fontenay-sous-Bois,2018
19,Métro,PALAIS-ROYAL,9648312,Paris,2018
20,Métro,TROCADERO,9381362,Paris,2018
53,RER,FONTENAY-AUX-ROSES,1183158,Fontenay aux roses,2018
43,RER,CHATOU-CROISSY,2365895,Chatou,2018
117,Métro,MENILMONTANT,4359581,Paris,2018
86,Métro,VOLTAIRE,5195333,Paris,2018
122,Métro,CHARONNE,4174673,Paris,2018
94,Métro,BASILIQUE DE SAINT-DENIS,4894705,Saint Denis,2018
102,Métro,ROBESPIERRE,4702422,Montreuil,2018
236,Métro,VOLONTAIRES,2342480,Paris,2018
254,Métro,BUZENVAL,2071421,Paris,2018
242,Métro,CITE,2237552,Paris,2018
237,Métro,CRETEIL-L'ECHAT,2328225,Créteil,2018
59,Métro,JAURES,6261040,Paris,2018
63,Métro,REUILLY-DIDEROT,6037085,Paris,2018
40,Métro,PORTE DE VINCENNES,7164764,Paris,2018
33,Métro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7785492,Aubervilliers,2018
145,Métro,ALEXANDRE DUMAS,3668682,Paris,2018
165,Métro,PYRENEES,3354023,Paris,2018
138,Métro,LOUISE MICHEL,3807962,Levallois-Perret,2018
152,Métro,CRETEIL-UNIVERSITE,3558391,Créteil,2018
227,Métro,SEVRES-LECOURBE,2431794,Paris,2018
213,Métro,LOUVRE,2617507,Paris,2018
264,Métro,FELIX FAURE,1865477,Paris,2018
257,Métro,AVRON,2038056,Paris,2018
279,Métro,SULLY-MORLAND,1550640,Paris,2018
38,RER,NOGENT-SUR-MARNE,2784913,Nogent-sur-Marne,2018
41,RER,SUCY-BONNEUIL,2540004,Sucy-en-Brie,2018
35,RER,BUSSY-SAINT-GEORGES,3235459,Bussy-Saint-Georges,2018
63,RER,MASSY-VERRIERES,623769,Massy,2018
51,RER,LOGNES,1655254,Lognes,2018
31,Métro,LA MOTTE-PICQUET-GRENELLE,7959759,Paris,2018
44,Métro,MADELEINE,7088856,Paris,2018
66,Métro,MARCEL SEMBAT,5958354,Boulogne Billancourt,2018
16,Métro,FRANKLIN D. ROOSEVELT,10705337,Paris,2018
142,Métro,CORENTIN CELTON,3715160,Issy Les Moulineaux,2018
53,Métro,LES SABLONS,6396994,Neuilly Sur Seine,2018
241,Métro,PORTE DE CHARENTON,2262053,Paris,2018
116,Métro,DENFERT-ROCHEREAU,4401791,Paris,2018
174,Métro,RUE DE LA POMPE,3241496,Paris,2018
121,Métro,SAINT-GERMAIN DES PRES,4191939,Paris,2018
221,Métro,MAISONS-ALFORT-STADE,2465520,Maisons -Alfort,2018
210,Métro,RUE DES BOULETS,2654910,Paris,2018
30,RER,CHAMPIGNY,3597213,Saint-Maur des Fossés,2018
228,Métro,TELEGRAPHE,2425536,Paris,2018
3,RER,LA DEFENSE-RER,33822933,Puteaux,2018
60,Métro,VILLIERS,6237308,Paris,2018
203,Métro,VILLEJUIF-LEO LAGRANGE,2799771,Villejuif,2018
7,RER,MASSY-PALAISEAU,9496594,Massy,2018
119,Métro,ARTS ET METIERS,4235686,Paris,2018
192,Métro,PORTE DE CHOISY,2943551,Paris,2018
64,RER,PARC DE SCEAUX,613248,Antony,2018
103,Métro,JUSSIEU,4684325,Paris,2018
178,Métro,CHARENTON-ECOLES,3132036,Charenton,2018
4,Métro,MONTPARNASSE-BIENVENUE,30646580,Paris,2018
141,Métro,MALAKOFF-PLATEAU DE VANVES,3718080,Malakoff,2018
139,Métro,PORTE DE SAINT-OUEN,3764392,Paris,2018
173,Métro,QUAI DE LA GARE,3252321,Paris,2018
239,Métro,MICHEL-ANGE-MOLITOR,2298330,Paris,2018
133,Métro,VICTOR HUGO,4005276,Paris,2018
251,Métro,TRINITE-D'ESTIENNE D'ORVES,2133878,Paris,2018
232,Métro,EDGAR QUINET,2364420,Paris,2018
127,Métro,BLANCHE,4120807,Paris,2018
290,Métro,TEMPLE,1258217,Paris,2018
299,Métro,DANUBE,566268,Paris,2018
258,Métro,MICHEL BIZOT,2009808,Paris,2018
12,RER,RUEIL-MALMAISON,7052357,Rueil-Malmaison,2018
190,Métro,NATIONALE,2970029,Paris,2018
293,Métro,BOTZARIS,1016993,Paris,2018
134,Métro,LEDRU-ROLLIN,3977633,Paris,2018
200,Métro,DUGOMMIER,2836152,Paris,2018
300,Métro,BUTTES-CHAUMONT,560675,Paris,2018
107,Métro,GUY MOQUET,4593098,Paris,2018
219,Métro,VILLEJUIF-PAUL VAILLANT-COUTURIER,2470026,Villejuif,2018
24,RER,NANTERRE-UNIVERSITE,4468490,Nanterre,2018
88,Métro,ALESIA,5113245,Paris,2018
37,RER,BOISSY-SAINT-LEGER,2810996,Boissy-Saint-Léger,2018
13,RER,VINCENNES,6980574,Vincennes,2018
123,Métro,FORT D'AUBERVILLIERS,4165208,Aubervilliers,2018
50,RER,LES BACONNETS,1888141,Antony,2018
225,Métro,LOUIS BLANC,2439575,Paris,2018
2,Métro,GARE DU NORD,45793828,Paris,2018
35,Métro,VILLEJUIF-LOUIS ARAGON,7479307,Villejuif,2018
9,Métro,LA DEFENSE,15954978,Puteaux,2018
163,Métro,SAINT-PLACIDE,3376988,Paris,2018
149,Métro,MARX DORMOY,3616802,Paris,2018
181,Métro,SAINT-MAUR,3065770,Paris,2018
151,Métro,LES GOBELINS,3595435,Paris,2018
196,Métro,ETIENNE MARCEL,2907953,Paris,2018
271,Métro,SAINT-SEBASTIEN-FROISSART,1731645,Paris,2018
238,Métro,SAINT-JACQUES,2324865,Paris,2018
274,Métro,MONTGALLET,1690677,Paris,2018
223,Métro,LES AGNETTES,2448699,Asnières sur Seine,2018
18,RER,NEUILLY-PLAISANCE,5904235,Neuilly-sur-Seine,2018
39,RER,FONTENAY-SOUS-BOIS,2729214,Fontenay-sous-Bois,2018
90,Métro,CRETEIL-PREFECTURE,5028020,Créteil,2018
136,Métro,PORTE DES LILAS,3868367,Paris,2018
246,Métro,MICHEL-ANGE-AUTEUIL,2175029,Paris,2018
115,Métro,PORTE DE CLICHY,4410686,Paris,2018
198,Métro,PORTE DOREE,2850341,Paris,2018
79,Métro,RICHELIEU-DROUOT,5340869,Paris,2018
207,Métro,TUILERIES,2682811,Paris,2018
95,Métro,PERE LACHAISE,4882748,Paris,2018
41,Métro,GAMBETTA,7137504,Paris,2018
101,Métro,PORTE DE MONTREUIL,4735534,Paris,2018
61,Métro,COUR SAINT-EMILION,6068940,Paris,2018
46,Métro,CHATEAU ROUGE,7053570,Paris,2018
68,Métro,CRIMEE,5921134,Paris,2018
1,RER,GARE DU NORD-RER,42502942,Paris,2018
42,RER,BAGNEUX,2388018,Cachan,2018
278,Métro,SEGUR,1605135,Paris,2018
42,Métro,PONT DE NEUILLY,7127658,Neuilly Sur Seine,2018
13,Métro,PLACE D'ITALIE,11508361,Paris,2018
170,Métro,CAMBRONNE,3286006,Paris,2018
49,RER,LA VARENNE-CHENNEVIERES,1976634,saint-Maur des Fossés,2018
168,Métro,CADET,3338778,Paris,2018
62,RER,BURES-SUR-YVETTE,726989,Bures sur Yvette,2018
167,Métro,BILLANCOURT,3348058,Boulogne Billancourt,2018
69,Métro,ODEON,5905175,Paris,2018
244,Métro,VAVIN,2182742,Paris,2018
105,Métro,MAIRIE DE SAINT-OUEN,4641862,Saint Ouen,2018
112,Métro,MAIRIE D'ISSY,4473140,Issy Les Moulineaux,2018
243,Métro,LA TOUR-MAUBOURG,2218166,Paris,2018
92,Métro,SAINT-DENIS-UNIVERSITE,4993498,Saint Denis,2018
231,Métro,RUE DU BAC,2389323,Paris,2018
296,Métro,CHARDON-LAGACHE,718908,Paris,2018
64,Métro,BALARD,6028656,Paris,2018
297,Métro,PORTE D'AUTEUIL,652631,Paris,2018
214,Métro,JACQUES BONSERGENT,2596218,Paris,2018
267,Métro,CHATEAU-LANDON,1779651,Paris,2018
185,Métro,CORENTIN CARIOU,3023221,Paris,2018
28,Métro,PORTE MAILLOT,8181976,Paris,2018
216,Métro,LE PELETIER,2510950,Paris,2018
52,RER,LE VESINET-CENTRE,1361720,Le Vésinet,2018
222,Métro,ABBESSES,2450498,Paris,2018
48,RER,LE VESINET-LE PECQ,2157155,Le Vésinet,2018
205,Métro,SIMPLON,2756818,Paris,2018
256,Métro,QUATRE-SEPTEMBRE,2038075,Paris,2018
5,RER,NANTERRE-PREFECTURE,24980181,Nanterre,2018
230,Métro,BEL AIR,2406187,Paris,2018
8,Métro,LES HALLES,17509498,Paris,2018
37,Métro,GRANDS BOULEVARDS,7416725,Paris,2018
46,RER,LE PARC DE SAINT-MAUR,2242987,Saint-Maur des Fossés,2018
65,Métro,LA COURNEUVE-8 MAI 1945,5962052,La Courneuve,2018
51,Métro,SAINT-PAUL,6443129,Paris,2018
183,Métro,SAINT-AMBROISE,3037654,Paris,2018
34,Métro,CHATILLON-MONTROUGE,7574425,Chatillon,2018
204,Métro,MARAICHERS,2788149,Paris,2018
27,Métro,MAIRIE DE MONTREUIL,8182788,Montreuil,2018
291,Métro,ASSEMBLEE NATIONALE,1131202,Paris,2018
56,Métro,GEORGE V,6380669,Paris,2018
1,Métro,SAINT-LAZARE,46679970,Paris,2018
97,Métro,GLACIERE,4863838,Paris,2018
12,Métro,BELLEVILLE,11755857,Paris,2018
85,Métro,CROIX DE CHAVAUX,5210557,Montreuil,2018
31,RER,SAINT-MAUR-CRETEIL,3592853,Saint-Maur des Fossés,2018
211,Métro,LIBERTE,2631382,Charenton,2018
14,Métro,HOTEL DE VILLE,11467832,Paris,2018
160,Métro,BROCHANT,3418061,Paris,2018
49,Métro,BERCY,6700350,Paris,2018
159,Métro,GONCOURT,3420469,Paris,2018
57,Métro,CONCORDE,6325918,Paris,2018
154,Métro,CENSIER-DAUBENTON,3514620,Paris,2018
76,Métro,PORTE DE SAINT-CLOUD,5386794,Paris,2018
132,Métro,EGLISE DE PANTIN,4056872,Pantin,2018
111,Métro,SAINT-DENIS-PORTE DE PARIS,4503548,Saint Denis,2018
298,Métro,BOLIVAR,575968,Paris,2018
180,Métro,SAINT-PHILIPPE-DU-ROULE,3076501,Paris,2018
11,RER,SAINT-MICHEL-NOTRE-DAME,7247647,Paris,2018
158,Métro,PORTE DE CHAMPERRET,3431010,Paris,2018
14,RER,ANTONY,6365395,Antony,2018
233,Métro,BREGUET-SABIN,2351237,Paris,2018
234,Métro,SAINT-SULPICE,2350813,Paris,2018
276,Métro,PONT NEUF,1613273,Paris,2018
283,Métro,VARENNE,1410421,Paris,2018
266,Métro,LIEGE,1795368,Paris,2018
3,Métro,GARE DE LYON,36864326,Paris,2018
36,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,7470237,Paris,2018
30,Métro,PORTE DE CLIGNANCOURT,8050206,Paris,2018
80,Métro,PONT DE SEVRES,5332900,Boulogne Billancourt,2018
93,Métro,PORTE DE VANVES,4907106,Paris,2018
71,Métro,REAUMUR-SEBASTOPOL,5669490,Paris,2018
89,Métro,PLAISANCE,5091432,Paris,2018
43,Métro,MAIRIE DE CLICHY,7105379,Clichy,2018
150,Métro,BOURSE,3596746,Paris,2018
104,Métro,JULES JOFFRIN,4677666,Paris,2018
284,Métro,PICPUS,1404477,Paris,2018
245,Métro,BOISSIERE,2180159,Paris,2018
11,Métro,CHATELET,12505675,Paris,2018
224,Métro,PORTE D'ITALIE,2444086,Paris,2018
176,Métro,BERAULT,3182589,Vincennes,2018
206,Métro,COURCELLES,2713346,Paris,2018
281,Métro,AVENUE EMILE ZOLA,1506963,Paris,2018
191,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,2957528,Pantin,2018
277,Métro,PIERRE CURIE,1608512,Ivry,2018
209,Métro,CARREFOUR PLEYEL,2657021,Saint Denis,2018
4,RER,CHATELET-LES HALLES-RER,33424797,Paris,2018
33,RER,PORT ROYAL,3489722,Paris,2018
29,RER,LAPLACE,3676446,Arcueil,2018
17,RER,AUBER,5923654,Paris,2018
113,Métro,LE KREMLIN-BICETRE,4447608,Kremlin-Bicêtre,2018
45,RER,BRY-SUR-MARNE,2304182,Bry-sur-Marne,2018
212,Métro,MALESHERBES,2628908,Paris,2018
32,RER,ARCUEIL-CACHAN,3565431,Arcueil,2018
39,Métro,OLYMPIADES,7306272,Paris,2018
25,RER,TORCY,4242369,Torcy,2018
44,RER,GENTILLY,2332897,Gentilly,2018
60,RER,SCEAUX,756148,sceaux,2018
193,Métro,NOTRE-DAME-DE-LORETTE,2943066,Paris,2018
10,Métro,BASTILLE,13172392,Paris,2018
218,Métro,CLUNY LA SORBONNE,2493703,Paris,2018
175,Métro,FAIDHERBE-CHALIGNY,3206635,Paris,2018
240,Métro,SAINT-MARCEL,2286932,Paris,2018
143,Métro,POISSONNIERE,3704783,Paris,2018
202,Métro,LA FOURCHE,2814675,Paris,2018
162,Métro,BOUCICAUT,3403615,Paris,2018
15,RER,MARNE-LA-VALLEE-CHESSY,6229130,Montévrain,2018
140,Métro,ANATOLE FRANCE,3734650,Levallois-Perret,2018
34,RER,LA CROIX DE BERNY,3288568,Antony,2018
262,Métro,PHILIPPE AUGUSTE,1922463,Paris,2018
20,RER,VAL D'EUROPE,5137706,Serris,2018
286,Métro,KLEBER,1357710,Paris,2018
147,Métro,DUROC,3645141,Paris,2018
27,RER,JOINVILLE-LE-PONT,3950334,Joinville-le-Pont,2018
109,Métro,ALMA-MARCEAU,4561735,Paris,2018
82,Métro,MARCADET-POISSONNIERS,5285526,Paris,2018
98,Métro,MAIRIE DES LILAS,4817603,Les Lilas,2018
77,Métro,PORTE DE PANTIN,5377661,Paris,2018
22,Métro,STRASBOURG-SAINT-DENIS,9258372,Paris,2018
208,Métro,PORTE DE LA CHAPELLE,2673189,Paris,2018
23,Métro,BIR-HAKEIM,8772981,Paris,2018
182,Métro,JAVEL-ANDRE CITROEN,3042409,Paris,2018
56,RER,LE GUICHET,924106,Orsay,2018
250,Métro,MALAKOFF-RUE ETIENNE DOLET,2140693,Malakoff,2018
78,Métro,PONT DE LEVALLOIS-BECON,5374925,Levallois-Perret,2018
17,Métro,GARE D'AUSTERLITZ,10443637,Paris,2018
32,Métro,HAVRE-CAUMARTIN,7865303,Paris,2018
57,RER,SAINT-REMY-LES-CHEVREUSE,915757,St-Rémy-Lès-Chevreuse,2018
54,Métro,MIROMESNIL,6391877,Paris,2018
47,RER,ROBINSON,2181910,Sceaux,2018
52,Métro,INVALIDES,6411555,Paris,2018
45,Métro,MAIRIE DE MONTROUGE,7081319,Montrouge,2018
177,Métro,PLACE MONGE,3134478,Paris,2018
161,Métro,FUNICULAIRE,3415784,Paris,2018
287,Métro,RENNES,1288804,Paris,2018
118,Métro,PORTE DE BAGNOLET,4347994,Paris,2018
21,RER,SAINT-GERMAIN-EN-LAYE,4908355,Saint-Germain-en-Laye,2018
129,Métro,DUPLEIX,4092602,Paris,2018
7,Métro,REPUBLIQUE,18327920,Paris,2018
91,Métro,BONNE NOUVELLE,5025192,Paris,2018
55,RER,PALAISEAU-VILLEBON,941474,Palaiseau,2018
96,Métro,CHARLES MICHELS,4865336,Paris,2018
61,RER,FONTAINE-MICHALON,754778,Antony,2018
99,Métro,PEREIRE,4804340,Paris,2018
24,Métro,PLACE CLICHY,8769157,Paris,2018
270,Métro,CARDINAL LEMOINE,1753554,Paris,2018
55,Métro,PORTE DE VERSAILLES,6388506,Paris,2018
265,Métro,MONCEAU,1804353,Paris,2018
84,Métro,PASTEUR,5217986,Paris,2018
25,Métro,NATION,8638165,Paris,2018
73,Métro,CHATEAU DE VINCENNES,5544176,Vincennes,2018
26,Métro,BOBIGNY-PABLO PICASSO,8262452,Bobigny,2018
124,Métro,PORTE DE LA VILLETTE,4162037,Paris,2018
65,RER,COURCELLE-SUR-YVETTE,576015,Gif sur Yvette,2018
114,Métro,CHATEAU D'EAU,4439398,Paris,2018
58,RER,LOZERE,828404,Palaiseau,2018
125,Métro,LA MUETTE,4150248,Paris,2018
74,Métro,SEVRES-BABYLONE,5430593,Paris,2018
199,Métro,LAMARCK-CAULAINCOURT,2843167,Paris,2018
108,Métro,OBERKAMPF,4580340,Paris,2018
171,Métro,PARMENTIER,3283276,Paris,2018
235,Métro,MAUBERT-MUTUALITE,2349339,Paris,2018
189,Métro,COMMERCE,2973194,Paris,2018
179,Métro,PORTE DAUPHINE,3119154,Paris,2018
195,Métro,CRETEIL-POINTE DU LAC,2924153,Créteil,2018
169,Métro,PERNETY,3310917,Paris,2018
146,Métro,VAUGIRARD,3663937,Paris,2018
148,Métro,TERNES,3627447,Paris,2018
155,Métro,SENTIER,3507732,Paris,2018
164,Métro,BOULOGNE-PONT DE SAINT-CLOUD,3358482,Boulogne Billancourt,2018
130,Métro,OURCQ,4089055,Paris,2018
226,Métro,RIQUET,2434730,Paris,2018
252,Métro,SOLFERINO,2130716,Paris,2018
197,Métro,FRONT POPULAIRE,2877264,Saint Denis / Aubervilliers,2018
248,Métro,EXELMANS,2152072,Paris,2018
269,Métro,SAINT-FRANCOIS-XAVIER,1756612,Paris,2018
268,Métro,PONT MARIE,1769299,Paris,2018
260,Métro,MAISON BLANCHE,1974306,Paris,2018
294,Métro,FALGUIERE,912582,Paris,2018
273,Métro,EUROPE,1694103,Paris,2018
19,RER,NOISY-CHAMPS,5401324,Champs-sur-Marne,2018
263,Métro,MAISONS-ALFORT-LES JUILLIOTTES,1905384,Maisons -Alfort,2018
292,Métro,VANEAU,1067512,Paris,2018
16,RER,LUXEMBOURG,6020838,Paris,2018
23,RER,BOURG-LA-REINE,4595817,Bourg la Reine,2018
6,Métro,BIBLIOTHEQUE,18770034,Paris,2018
40,RER,ORSAY-VILLE,2605092,Orsay,2018
36,RER,NOISIEL,2882653,Noisiel,2018
81,Métro,DAUMESNIL,5317608,Paris,2018
67,Métro,PIGALLE,5949716,Paris,2018
72,Métro,CONVENTION,5609633,Paris,2018
62,Métro,ANVERS,6047635,Paris,2018
58,Métro,SAINT-MANDE-TOURELLE,6314385,Saint Mandé,2018
100,Métro,COLONEL FABIEN,4794789,Paris,2018
126,Métro,PASSY,4124316,Paris,2018
220,Métro,RANELAGH,2470025,Paris,2018
217,Métro,IENA,2506768,Paris,2018
172,Métro,CHEVALERET,3257784,Paris,2018
186,Métro,GAITE,2995328,Paris,2018
137,Métro,SAINT-AUGUSTIN,3853378,Paris,2018
255,Métro,PORTE D'IVRY,2045606,Paris,2018
229,Métro,LOURMEL,2424947,Paris,2018
253,Métro,JASMIN,2103952,Paris,2018
259,Métro,RASPAIL,1995962,Paris,2018
272,Métro,FILLES DU CALVAIRE,1718975,Paris,2018
261,Métro,MABILLON,1963879,Paris,2018
303,Métro,EGLISE D'AUTEUIL,182153,Paris,2018
295,Métro,SAINT-FARGEAU,737146,Paris,2018
9,RER,NOISY-LE-GRAND-MONT D'EST,8077756,Noisy-le-Grand,2018
11,Métro,HOTEL DE VILLE,12307363,Paris,2019
17,Métro,ESPLANADE DE LA DEFENSE,9883008,Puteaux,2019
19,Métro,FRANKLIN D. ROOSEVELT,9545487,Paris,2019
22,Métro,NATION,8834660,Paris,2019
28,Métro,PLACE CLICHY,8020440,Paris,2019
35,Métro,CHATEAU ROUGE,7306788,Paris,2019
6,Métro,BIBLIOTHEQUE,19754334,Paris,2019
37,Métro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7215915,Aubervilliers,2019
12,Métro,CHATELET,10766712,Paris,2019
40,Métro,BIR-HAKEIM,6903648,Paris,2019
15,Métro,OPERA,10501357,Paris,2019
43,Métro,MAIRIE DE MONTROUGE,6849601,Montrouge,2019
18,Métro,PALAIS-ROYAL,9592920,Paris,2019
60,Métro,COUR SAINT-EMILION,6043808,Paris,2019
20,Métro,STRASBOURG-SAINT-DENIS,9524965,Paris,2019
66,Métro,VILLIERS,5667552,Paris,2019
24,Métro,PORTE DE CLIGNANCOURT,8393535,Paris,2019
80,Métro,SEVRES-BABYLONE,5037509,Paris,2019
25,Métro,HAVRE-CAUMARTIN,8277127,Paris,2019
81,Métro,RICHELIEU-DROUOT,5014491,Paris,2019
36,Métro,CHARLES DE GAULLE-ETOILE,7296559,Paris,2019
87,Métro,PLAISANCE,4784211,Paris,2019
42,Métro,STALINGRAD,6891050,Paris,2019
88,Métro,SAINT-DENIS-UNIVERSITE,4770181,Saint Denis,2019
48,Métro,LA CHAPELLE,6534340,Paris,2019
91,Métro,CRETEIL-PREFECTURE,4663191,Créteil,2019
53,Métro,LES SABLONS,6314665,Neuilly Sur Seine,2019
94,Métro,BONNE NOUVELLE,4583027,Paris,2019
55,Métro,SAINT-MICHEL,6286034,Paris,2019
96,Métro,GLACIERE,4498939,Paris,2019
56,Métro,PORTE D'ORLEANS,6259225,Paris,2019
97,Métro,PORTE DE CLICHY,4495978,Paris,2019
57,Métro,SAINT-MANDE-TOURELLE,6245865,Saint Mandé,2019
100,Métro,PEREIRE,4446732,Paris,2019
59,Métro,PYRAMIDES,6069724,Paris,2019
119,Métro,LA MUETTE,3991922,Paris,2019
1,Métro,GARE DU NORD,51141374,Paris,2019
61,Métro,MARCADET-POISSONNIERS,5973655,Paris,2019
120,Métro,MENILMONTANT,3943809,Paris,2019
2,Métro,SAINT-LAZARE,46923920,Paris,2019
62,Métro,MIROMESNIL,5908201,Paris,2019
123,Métro,FORT D'AUBERVILLIERS,3889085,Aubervilliers,2019
3,Métro,GARE DE LYON,36512570,Paris,2019
64,Métro,JAURES,5836196,Paris,2019
126,Métro,SAINT-GERMAIN DES PRES,3866889,Paris,2019
8,Métro,LA DEFENSE,16213921,Puteaux,2019
71,Métro,PIGALLE,5599495,Paris,2019
127,Métro,EGLISE DE PANTIN,3843796,Pantin,2019
13,Métro,BELLEVILLE,10735544,Paris,2019
73,Métro,MARCEL SEMBAT,5521946,Boulogne Billancourt,2019
128,Métro,VICTOR HUGO,3841033,Paris,2019
16,Métro,GARE D'AUSTERLITZ,9887549,Paris,2019
75,Métro,REAUMUR-SEBASTOPOL,5291106,Paris,2019
138,Métro,ANATOLE FRANCE,3533091,Levallois-Perret,2019
23,Métro,MADELEINE,8473016,Paris,2019
78,Métro,PONT DE LEVALLOIS-BECON,5068483,Levallois-Perret,2019
139,Métro,POISSONNIERE,3466034,Paris,2019
4,Métro,MONTPARNASSE-BIENVENUE,29857740,Paris,2019
27,Métro,MAIRIE DE MONTREUIL,8106589,Montreuil,2019
89,Métro,ALESIA,4764374,Paris,2019
5,Métro,GARE DE L'EST,22443106,Paris,2019
141,Métro,VAUGIRARD,3445009,Paris,2019
7,Métro,REPUBLIQUE,16596521,Paris,2019
38,Métro,VILLEJUIF-LOUIS ARAGON,7198931,Villejuif,2019
98,Métro,PASTEUR,4493457,Paris,2019
9,Métro,LES HALLES,16069170,Paris,2019
152,Métro,GARIBALDI,3330349,Saint Ouen,2019
10,Métro,BASTILLE,13151192,Paris,2019
44,Métro,GRANDS BOULEVARDS,6807424,Paris,2019
103,Métro,ALMA-MARCEAU,4382709,Paris,2019
14,Métro,PLACE D'ITALIE,10577276,Paris,2019
164,Métro,PARMENTIER,3103492,Paris,2019
26,Métro,PORTE MAILLOT,8226552,Paris,2019
50,Métro,CHATEAU DE VINCENNES,6353285,Vincennes,2019
121,Métro,DENFERT-ROCHEREAU,3911586,Paris,2019
21,Métro,TROCADERO,9327124,Paris,2019
166,Métro,MAIRIE D'IVRY,3074561,Ivry,2019
31,Métro,OLYMPIADES,7912359,Paris,2019
51,Métro,MAIRIE DE CLICHY,6342058,Clichy,2019
124,Métro,LES COURTILLES,3886523,Asnières sur Seine,2019
29,Métro,BARBES-ROCHECHOUART,7974496,Paris,2019
167,Métro,SAINT-AUGUSTIN,3052723,Paris,2019
33,Métro,PORTE DE VINCENNES,7633984,Paris,2019
58,Métro,CONCORDE,6115023,Paris,2019
125,Métro,CHATEAU D'EAU,3878260,Paris,2019
30,Métro,LA MOTTE-PICQUET-GRENELLE,7958383,Paris,2019
168,Métro,PERNETY,3050541,Paris,2019
46,Métro,GEORGE V,6643262,Paris,2019
72,Métro,GALLIENI,5595343,Bagnolet,2019
134,Métro,CHARONNE,3652338,Paris,2019
32,Métro,BOBIGNY-PABLO PICASSO,7879929,Bobigny,2019
170,Métro,QUAI DE LA GARE,3033927,Paris,2019
52,Métro,REUILLY-DIDEROT,6328040,Paris,2019
82,Métro,GABRIEL PERI,4998394,Asnières,2019
135,Métro,DUROC,3596220,Paris,2019
34,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,7312371,Paris,2019
181,Métro,SAINT-MAUR,2924501,Paris,2019
54,Métro,BERCY,6311543,Paris,2019
86,Métro,DAUMESNIL,4954004,Paris,2019
137,Métro,CRETEIL-UNIVERSITE,3536972,Créteil,2019
39,Métro,CHATILLON-MONTROUGE,7196503,Chatillon,2019
183,Métro,PYRENEES,2920049,Paris,2019
65,Métro,PORTE DE VERSAILLES,5823995,Paris,2019
92,Métro,PORTE DE VANVES,4660158,Paris,2019
140,Métro,MALAKOFF-PLATEAU DE VANVES,3454231,Malakoff,2019
41,Métro,PONT DE NEUILLY,6902027,Neuilly Sur Seine,2019
193,Métro,ROME,2753714,Paris,2019
69,Métro,PORTE DE PANTIN,5615256,Paris,2019
95,Métro,COLONEL FABIEN,4511921,Paris,2019
144,Métro,CORENTIN CELTON,3438335,Issy Les Moulineaux,2019
45,Métro,GAMBETTA,6798910,Paris,2019
194,Métro,GAITE,2713799,Paris,2019
70,Métro,ODEON,5600764,Paris,2019
118,Métro,GUY MOQUET,4004960,Paris,2019
146,Métro,SENTIER,3420249,Paris,2019
47,Métro,INVALIDES,6540934,Paris,2019
195,Métro,LAMARCK-CAULAINCOURT,2704202,Paris,2019
76,Métro,CONVENTION,5275717,Paris,2019
122,Métro,BLANCHE,3893362,Paris,2019
148,Métro,BOURSE,3386481,Paris,2019
49,Métro,SAINT-PAUL,6502842,Paris,2019
200,Métro,MARAICHERS,2608017,Paris,2019
77,Métro,PORTE DE SAINT-CLOUD,5174694,Paris,2019
130,Métro,LEDRU-ROLLIN,3777270,Paris,2019
154,Métro,SAINT-PLACIDE,3304968,Paris,2019
63,Métro,LA COURNEUVE-8 MAI 1945,5886507,La Courneuve,2019
202,Métro,RUE DES BOULETS,2583609,Paris,2019
79,Métro,PONT DE SEVRES,5048247,Boulogne Billancourt,2019
133,Métro,BERAULT,3656859,Vincennes,2019
156,Métro,RAMBUTEAU,3219510,Paris,2019
67,Métro,ANVERS,5643147,Paris,2019
203,Métro,DUGOMMIER,2579556,Paris,2019
84,Métro,VOLTAIRE,4975145,Paris,2019
143,Métro,PORTE DES LILAS,3439385,Paris,2019
159,Métro,PORTE DE CHAMPERRET,3189251,Paris,2019
68,Métro,BALARD,5626040,Paris,2019
204,Métro,LA FOURCHE,2563103,Paris,2019
101,Métro,MAIRIE DES LILAS,4436148,Les Lilas,2019
149,Métro,CENSIER-DAUBENTON,3385284,Paris,2019
173,Métro,ARGENTINE,3026210,Paris,2019
74,Métro,CRIMEE,5431969,Paris,2019
205,Métro,COURCELLES,2557929,Paris,2019
104,Métro,PORTE DE MONTREUIL,4344016,Paris,2019
151,Métro,MARX DORMOY,3359946,Paris,2019
174,Métro,RUE DE LA POMPE,3004505,Paris,2019
83,Métro,HOCHE,4995902,Pantin,2019
209,Métro,NATIONALE,2497964,Paris,2019
105,Métro,JUSSIEU,4328012,Paris,2019
